plz5,city_name,customer_count
25859,Rural Area / Others,1
25862,Rural Area / Others,1
25866,Rural Area / Others,1
25873,Rural Area / Others,2
25875,Rural Area / Others,1
25879,Rural Area / Others,1
25889,Rural Area / Others,1
25899,Rural Area / Others,1
25917,Rural Area / Others,1
25924,Rural Area / Others,2
25927,Rural Area / Others,1
25997,Rural Area / Others,2
26066,Rural Area / Others,1
26090,Oldenburg (Oldenburg),19
26101,Oldenburg (Oldenburg),18
26102,Oldenburg (Oldenburg),23
26102,Rural Area / Others,1
26105,Oldenburg (Oldenburg),23
26106,Oldenburg (Oldenburg),26
26107,Oldenburg (Oldenburg),26
26108,Oldenburg (Oldenburg),25
26108,Rural Area / Others,1
26109,Oldenburg (Oldenburg),26
26110,Oldenburg (Oldenburg),27
26111,Oldenburg (Oldenburg),24
26114,Oldenburg (Oldenburg),19
26114,Rural Area / Others,1
26119,Oldenburg (Oldenburg),25
26121,Oldenburg (Oldenburg),28
26121,Rural Area / Others,1
26122,Oldenburg (Oldenburg),28
26123,Oldenburg (Oldenburg),31
26125,Oldenburg (Oldenburg),19
26169,Rural Area / Others,1
26178,Rural Area / Others,3
26180,Rural Area / Others,2
26209,Rural Area / Others,1
26379,Rural Area / Others,1
26379,Wilhelmshaven,23
26380,Wilhelmshaven,16
26382,Rural Area / Others,2
26382,Wilhelmshaven,27
26384,Wilhelmshaven,24
26386,Wilhelmshaven,20
26388,Wilhelmshaven,21
26389,Wilhelmshaven,14
26392,Wilhelmshaven,21
26425,Rural Area / Others,1
26427,Rural Area / Others,1
26434,Rural Area / Others,1
26446,Rural Area / Others,1
26474,Rural Area / Others,1
26489,Rural Area / Others,1
26524,Rural Area / Others,1
26529,Rural Area / Others,1
26556,Rural Area / Others,1
26571,Rural Area / Others,1
26629,Rural Area / Others,1
26655,Rural Area / Others,1
26683,Rural Area / Others,1
26721,Emden,44
26721,Rural Area / Others,1
26723,Emden,23
26725,Emden,23
26725,Rural Area / Others,1
26736,Emden,18
26757,Rural Area / Others,1
26802,Rural Area / Others,1
26842,Rural Area / Others,2
26844,Rural Area / Others,1
26847,Rural Area / Others,1
26907,Rural Area / Others,1
26919,Rural Area / Others,1
26969,Rural Area / Others,1
27209,Rural Area / Others,1
27232,Rural Area / Others,1
27246,Rural Area / Others,1
27248,Rural Area / Others,2
27251,Rural Area / Others,1
27257,Rural Area / Others,2
27280,Rural Area / Others,1
27283,Rural Area / Others,1
27324,Rural Area / Others,3
27327,Rural Area / Others,2
27330,Rural Area / Others,1
27336,Rural Area / Others,1
27339,Rural Area / Others,1
27356,Rural Area / Others,1
27470,Cuxhaven,23
27470,Rural Area / Others,1
27472,Cuxhaven,30
27474,Cuxhaven,23
27474,Rural Area / Others,1
27476,Cuxhaven,15
27476,Rural Area / Others,1
27478,Cuxhaven,18
27498,Rural Area / Others,1
27568,Bremerhaven,38
27570,Bremerhaven,33
27572,Bremerhaven,34
27574,Bremerhaven,43
27576,Bremerhaven,39
27578,Bremerhaven,40
27580,Bremerhaven,33
27607,Rural Area / Others,1
27619,Rural Area / Others,1
27628,Rural Area / Others,1
27639,Rural Area / Others,1
27726,Rural Area / Others,2
27729,Delmenhorst,31
27747,Delmenhorst,23
27747,Rural Area / Others,1
27749,Delmenhorst,28
27749,Rural Area / Others,1
27751,Delmenhorst,35
27751,Rural Area / Others,1
27753,Delmenhorst,30
27755,Delmenhorst,31
27777,Rural Area / Others,1
27798,Rural Area / Others,1
28101,Rural Area / Others,1
28105,Rural Area / Others,1
28111,Rural Area / Others,1
28163,Bremen,57
28163,Rural Area / Others,1
28174,Bremen,61
28174,Rural Area / Others,1
28177,Bremen,56
28178,Bremen,46
28181,Bremen,48
28182,Bremen,58
28183,Bremen,44
28183,Rural Area / Others,1
28184,Bremen,64
28185,Bremen,65
28187,Bremen,52
28188,Bremen,55
28188,Rural Area / Others,1
28189,Bremen,57
28189,Rural Area / Others,1
28190,Bremen,53
28192,Bremen,57
28192,Rural Area / Others,2
28195,Bremen,85
28197,Bremen,47
28199,Bremen,61
28199,Rural Area / Others,1
28201,Bremen,55
28203,Bremen,59
28203,Rural Area / Others,1
28205,Bremen,51
28207,Bremen,69
28209,Bremen,51
28211,Bremen,58
28213,Bremen,68
28213,Rural Area / Others,1
28215,Bremen,47
28217,Bremen,54
28217,Rural Area / Others,1
28219,Bremen,50
28237,Bremen,59
28239,Bremen,62
28259,Bremen,66
28275,Bremen,63
28275,Rural Area / Others,1
28279,Rural Area / Others,1
28305,Rural Area / Others,1
28309,Rural Area / Others,1
28325,Rural Area / Others,1
28329,Rural Area / Others,1
28353,Rural Area / Others,1
28357,Rural Area / Others,1
28363,Rural Area / Others,3
28375,Rural Area / Others,1
28777,Rural Area / Others,1
28779,Rural Area / Others,1
29216,Celle,13
29218,Celle,19
29218,Rural Area / Others,2
29219,Celle,20
29220,Celle,16
29221,Celle,14
29221,Rural Area / Others,1
29223,Celle,8
29225,Celle,23
29227,Celle,18
29229,Celle,15
29308,Rural Area / Others,1
29313,Rural Area / Others,2
29320,Rural Area / Others,1
29328,Rural Area / Others,1
29339,Rural Area / Others,1
29345,Rural Area / Others,1
29348,Rural Area / Others,1
29351,Rural Area / Others,1
29352,Rural Area / Others,1
29353,Rural Area / Others,1
29362,Rural Area / Others,1
29365,Rural Area / Others,2
29369,Rural Area / Others,1
29386,Rural Area / Others,1
29394,Rural Area / Others,1
29399,Rural Area / Others,1
29439,Rural Area / Others,1
29462,Rural Area / Others,1
29465,Rural Area / Others,1
29468,Rural Area / Others,2
29478,Rural Area / Others,1
29481,Rural Area / Others,1
29484,Rural Area / Others,1
29487,Rural Area / Others,1
29494,Rural Area / Others,1
29497,Rural Area / Others,2
29523,Rural Area / Others,2
29549,Rural Area / Others,1
29553,Rural Area / Others,1
29571,Rural Area / Others,1
29585,Rural Area / Others,1
29588,Rural Area / Others,1
29596,Rural Area / Others,3
29597,Rural Area / Others,2
29612,Rural Area / Others,2
29614,Rural Area / Others,1
29633,Rural Area / Others,1
29664,Rural Area / Others,1
29683,Rural Area / Others,1
29699,Rural Area / Others,2
30130,Rural Area / Others,1
30131,Rural Area / Others,1
30135,Rural Area / Others,1
30138,Rural Area / Others,1
30139,Hannover,49
30140,Hannover,43
30141,Hannover,31
30141,Rural Area / Others,1
30142,Hannover,47
30144,Hannover,48
30145,Hannover,33
30145,Rural Area / Others,1
30146,Hannover,48
30147,Hannover,28
30147,Rural Area / Others,1
30148,Hannover,39
30148,Rural Area / Others,1
30149,Hannover,48
30151,Hannover,39
30151,Rural Area / Others,2
30152,Hannover,38
30153,Hannover,54
30154,Hannover,47
30154,Rural Area / Others,1
30156,Hannover,36
30157,Hannover,35
30159,Hannover,43
30161,Hannover,34
30163,Hannover,44
30165,Hannover,46
30167,Hannover,42
30167,Rural Area / Others,1
30169,Hannover,55
30171,Hannover,60
30171,Rural Area / Others,1
30173,Hannover,35
30173,Rural Area / Others,1
30175,Hannover,37
30177,Hannover,50
30179,Hannover,37
30179,Rural Area / Others,1
30417,Rural Area / Others,1
30419,Rural Area / Others,1
30457,Rural Area / Others,1
30459,Rural Area / Others,1
30517,Rural Area / Others,2
30621,Rural Area / Others,1
30647,Rural Area / Others,1
30686,Rural Area / Others,2
30700,Rural Area / Others,1
30820,Garbsen,21
30821,Garbsen,21
30823,Garbsen,44
30823,Rural Area / Others,1
30826,Garbsen,28
30827,Garbsen,17
30851,Langenhagen,34
30853,Langenhagen,49
30855,Langenhagen,35
30938,Rural Area / Others,2
31020,Rural Area / Others,1
31032,Rural Area / Others,2
31073,Rural Area / Others,1
31079,Rural Area / Others,3
31096,Rural Area / Others,1
31097,Rural Area / Others,1
31120,Hildesheim,25
31121,Hildesheim,19
31129,Hildesheim,12
31130,Hildesheim,21
31131,Hildesheim,20
31132,Hildesheim,18
31132,Rural Area / Others,1
31134,Hildesheim,19
31135,Hildesheim,23
31135,Rural Area / Others,1
31137,Hildesheim,21
31139,Hildesheim,18
31141,Hildesheim,20
31162,Rural Area / Others,1
31167,Rural Area / Others,1
31171,Rural Area / Others,1
31185,Rural Area / Others,1
31191,Rural Area / Others,1
31196,Rural Area / Others,1
31199,Rural Area / Others,1
31221,Peine,14
31224,Peine,22
31226,Peine,23
31228,Peine,8
31234,Peine,21
31234,Rural Area / Others,1
31241,Peine,23
31249,Rural Area / Others,2
31272,Rural Area / Others,1
31515,Rural Area / Others,1
31535,Rural Area / Others,1
31553,Rural Area / Others,1
31556,Rural Area / Others,1
31559,Rural Area / Others,1
31600,Rural Area / Others,1
31609,Rural Area / Others,1
31618,Rural Area / Others,1
31627,Rural Area / Others,1
31633,Rural Area / Others,1
31698,Rural Area / Others,1
31714,Rural Area / Others,1
31737,Rural Area / Others,1
31749,Rural Area / Others,1
31774,Hameln,14
31778,Hameln,12
31779,Hameln,8
31780,Hameln,8
31781,Hameln,12
31781,Rural Area / Others,3
31783,Hameln,11
31784,Hameln,21
31784,Rural Area / Others,1
31785,Hameln,14
31787,Hameln,16
31789,Hameln,11
31789,Rural Area / Others,1
31829,Rural Area / Others,1
31832,Rural Area / Others,3
31867,Rural Area / Others,1
31868,Rural Area / Others,1
32042,Herford,17
32042,Rural Area / Others,1
32044,Herford,16
32045,Herford,15
32046,Herford,24
32049,Herford,11
32051,Herford,22
32051,Rural Area / Others,1
32052,Herford,16
32052,Rural Area / Others,1
32058,Herford,11
32061,Herford,16
32102,Bad Salzuflen,27
32105,Bad Salzuflen,30
32107,Bad Salzuflen,13
32108,Bad Salzuflen,27
32120,Bad Salzuflen,21
32351,Rural Area / Others,1
32361,Rural Area / Others,1
32419,Minden,19
32420,Minden,21
32421,Minden,15
32423,Minden,38
32425,Minden,30
32427,Minden,27
32427,Rural Area / Others,1
32429,Minden,34
32457,Rural Area / Others,1
32479,Rural Area / Others,1
32543,Bad Oeynhausen,20
32545,Bad Oeynhausen,39
32547,Bad Oeynhausen,32
32549,Bad Oeynhausen,20
32657,Rural Area / Others,1
32676,Rural Area / Others,1
32689,Rural Area / Others,1
32750,Detmold,26
32750,Rural Area / Others,2
32753,Detmold,29
32754,Detmold,19
32754,Rural Area / Others,1
32756,Detmold,35
32758,Detmold,22
32758,Rural Area / Others,1
32760,Detmold,32
32832,Rural Area / Others,2
33034,Rural Area / Others,1
33093,Paderborn,34
33094,Paderborn,37
33095,Paderborn,40
33096,Paderborn,33
33096,Rural Area / Others,1
33098,Paderborn,24
33098,Rural Area / Others,1
33100,Paderborn,44
33102,Paderborn,36
33104,Paderborn,54
33106,Paderborn,41
33142,Rural Area / Others,1
33184,Rural Area / Others,1
33189,Rural Area / Others,1
33311,Gütersloh,20
33311,Rural Area / Others,1
33324,Gütersloh,30
33324,Rural Area / Others,1
33325,Gütersloh,26
33325,Rural Area / Others,1
33326,Gütersloh,32
33330,Gütersloh,25
33330,Rural Area / Others,1
33332,Gütersloh,20
33334,Gütersloh,37
33335,Gütersloh,30
33393,Rural Area / Others,2
33426,Rural Area / Others,1
33428,Rural Area / Others,1
33442,Rural Area / Others,1
33449,Rural Area / Others,1
33583,Bielefeld,41
33584,Bielefeld,31
33584,Rural Area / Others,1
33591,Bielefeld,30
33594,Bielefeld,41
33595,Bielefeld,37
33596,Bielefeld,43
33597,Bielefeld,46
33598,Bielefeld,49
33600,Bielefeld,42
33602,Bielefeld,39
33604,Bielefeld,24
33605,Bielefeld,45
33607,Bielefeld,28
33607,Rural Area / Others,1
33609,Bielefeld,27
33611,Bielefeld,42
33613,Bielefeld,41
33615,Bielefeld,33
33615,Rural Area / Others,2
33617,Bielefeld,40
33619,Bielefeld,49
33689,Rural Area / Others,1
33699,Rural Area / Others,1
33729,Rural Area / Others,2
33758,Rural Area / Others,2
33775,Rural Area / Others,1
33788,Rural Area / Others,1
33813,Rural Area / Others,1
33824,Rural Area / Others,2
34105,Kassel,21
34106,Kassel,21
34108,Kassel,14
34108,Rural Area / Others,2
34109,Kassel,14
34110,Kassel,26
34111,Kassel,29
34112,Kassel,23
34113,Kassel,18
34114,Kassel,22
34114,Rural Area / Others,1
34115,Kassel,18
34117,Kassel,18
34119,Kassel,18
34121,Kassel,16
34123,Kassel,21
34125,Kassel,21
34127,Kassel,15
34127,Rural Area / Others,1
34128,Kassel,27
34128,Rural Area / Others,3
34130,Kassel,22
34131,Kassel,22
34131,Rural Area / Others,1
34132,Kassel,20
34134,Kassel,27
34196,Rural Area / Others,1
34219,Rural Area / Others,1
34233,Rural Area / Others,1
34253,Rural Area / Others,1
34265,Rural Area / Others,1
34266,Rural Area / Others,1
34281,Rural Area / Others,1
34305,Rural Area / Others,1
34317,Rural Area / Others,1
34326,Rural Area / Others,1
34346,Rural Area / Others,1
34355,Rural Area / Others,1
34376,Rural Area / Others,1
34385,Rural Area / Others,1
34414,Rural Area / Others,1
34431,Rural Area / Others,1
34434,Rural Area / Others,1
34454,Rural Area / Others,1
34471,Rural Area / Others,1
34477,Rural Area / Others,1
34497,Rural Area / Others,1
34513,Rural Area / Others,1
34558,Rural Area / Others,1
34560,Rural Area / Others,1
34587,Rural Area / Others,1
34630,Rural Area / Others,1
34633,Rural Area / Others,2
34637,Rural Area / Others,1
35031,Marburg,23
35032,Marburg,15
35032,Rural Area / Others,1
35034,Marburg,18
35034,Rural Area / Others,1
35035,Marburg,17
35035,Rural Area / Others,2
35036,Marburg,11
35037,Marburg,20
35037,Rural Area / Others,1
35039,Marburg,20
35039,Rural Area / Others,1
35041,Marburg,20
35043,Marburg,17
35043,Rural Area / Others,2
35116,Rural Area / Others,1
35117,Rural Area / Others,1
35119,Rural Area / Others,1
35274,Rural Area / Others,1
35288,Rural Area / Others,1
35321,Rural Area / Others,2
35329,Rural Area / Others,1
35383,Gießen,15
35384,Gießen,13
35385,Gießen,12
35385,Rural Area / Others,1
35386,Gießen,21
35387,Gießen,13
35388,Gießen,10
35390,Gießen,18
35392,Gießen,18
35392,Rural Area / Others,1
35394,Gießen,16
35394,Rural Area / Others,1
35396,Gießen,22
35398,Gießen,15
35402,Gießen,10
35402,Rural Area / Others,2
35410,Gießen,12
35410,Rural Area / Others,1
35415,Rural Area / Others,2
35435,Rural Area / Others,1
35440,Rural Area / Others,1
35460,Rural Area / Others,1
35463,Rural Area / Others,1
35466,Rural Area / Others,1
35519,Rural Area / Others,1
35573,Wetzlar,6
35574,Wetzlar,12
35576,Rural Area / Others,1
35576,Wetzlar,9
35578,Wetzlar,10
35579,Rural Area / Others,1
35579,Wetzlar,6
35580,Wetzlar,8
35581,Wetzlar,10
35582,Rural Area / Others,1
35582,Wetzlar,8
35583,Wetzlar,11
35584,Wetzlar,16
35585,Wetzlar,14
35586,Wetzlar,10
35619,Rural Area / Others,1
35641,Rural Area / Others,1
35647,Rural Area / Others,1
35649,Rural Area / Others,1
35684,Rural Area / Others,2
35686,Rural Area / Others,1
35690,Rural Area / Others,1
35708,Rural Area / Others,1
35716,Rural Area / Others,2
35768,Rural Area / Others,1
35799,Rural Area / Others,1
36028,Fulda,22
36030,Fulda,12
36035,Fulda,16
36036,Fulda,22
36036,Rural Area / Others,1
36037,Fulda,16
36039,Fulda,10
36039,Rural Area / Others,1
36041,Fulda,12
36043,Fulda,21
36043,Rural Area / Others,1
36047,Fulda,12
36084,Rural Area / Others,1
36088,Rural Area / Others,1
36093,Rural Area / Others,1
36142,Rural Area / Others,1
36179,Rural Area / Others,1
36199,Rural Area / Others,2
36214,Rural Area / Others,1
36219,Rural Area / Others,1
36246,Rural Area / Others,1
36249,Rural Area / Others,2
36269,Rural Area / Others,1
36275,Rural Area / Others,2
36325,Rural Area / Others,1
36364,Rural Area / Others,2
36419,Rural Area / Others,1
36433,Rural Area / Others,1
36448,Rural Area / Others,1
36460,Rural Area / Others,1
36469,Rural Area / Others,1
37069,Göttingen,18
37070,Göttingen,22
37073,Göttingen,22
37073,Rural Area / Others,1
37075,Göttingen,28
37077,Göttingen,22
37077,Rural Area / Others,1
37079,Göttingen,24
37081,Göttingen,18
37081,Rural Area / Others,1
37083,Göttingen,28
37085,Göttingen,18
37096,Göttingen,26
37097,Göttingen,19
37099,Göttingen,12
37099,Rural Area / Others,1
37100,Göttingen,22
37120,Rural Area / Others,1
37124,Rural Area / Others,1
37133,Rural Area / Others,2
37136,Rural Area / Others,1
37176,Rural Area / Others,3
37191,Rural Area / Others,2
37197,Rural Area / Others,1
37214,Rural Area / Others,1
37216,Rural Area / Others,1
37296,Rural Area / Others,1
37297,Rural Area / Others,1
37299,Rural Area / Others,1
37308,Rural Area / Others,2
37327,Rural Area / Others,1
37339,Rural Area / Others,1
37359,Rural Area / Others,1
37412,Rural Area / Others,1
37431,Rural Area / Others,2
37441,Rural Area / Others,1
37445,Rural Area / Others,2
37581,Rural Area / Others,1
37619,Rural Area / Others,1
37627,Rural Area / Others,1
37633,Rural Area / Others,1
37640,Rural Area / Others,1
37697,Rural Area / Others,1
37699,Rural Area / Others,1
38083,Braunschweig,24
38084,Braunschweig,26
38089,Braunschweig,26
38090,Braunschweig,20
38090,Rural Area / Others,1
38091,Braunschweig,21
38092,Braunschweig,23
38093,Braunschweig,33
38093,Rural Area / Others,1
38094,Braunschweig,25
38096,Braunschweig,25
38097,Braunschweig,31
38097,Rural Area / Others,1
38098,Braunschweig,32
38100,Braunschweig,24
38102,Braunschweig,34
38102,Rural Area / Others,1
38104,Braunschweig,29
38104,Rural Area / Others,1
38106,Braunschweig,24
38106,Rural Area / Others,2
38108,Braunschweig,19
38110,Braunschweig,25
38112,Braunschweig,29
38112,Rural Area / Others,1
38114,Braunschweig,29
38116,Braunschweig,26
38118,Braunschweig,13
38120,Braunschweig,17
38120,Rural Area / Others,1
38124,Rural Area / Others,2
38140,Rural Area / Others,1
38142,Rural Area / Others,1
38154,Rural Area / Others,1
38162,Rural Area / Others,1
38223,Salzgitter,36
38226,Salzgitter,24
38228,Rural Area / Others,1
38228,Salzgitter,24
38229,Salzgitter,40
38236,Salzgitter,41
38237,Salzgitter,29
38239,Rural Area / Others,1
38239,Salzgitter,36
38268,Rural Area / Others,1
38272,Rural Area / Others,1
38277,Rural Area / Others,1
38279,Rural Area / Others,1
38281,Rural Area / Others,1
38281,Wolfenbüttel,12
38296,Wolfenbüttel,22
38299,Wolfenbüttel,11
38300,Wolfenbüttel,11
38302,Wolfenbüttel,13
38304,Wolfenbüttel,11
38312,Rural Area / Others,1
38312,Wolfenbüttel,18
38315,Wolfenbüttel,8
38319,Wolfenbüttel,9
38321,Rural Area / Others,1
38324,Rural Area / Others,1
38327,Rural Area / Others,1
38329,Rural Area / Others,1
38368,Rural Area / Others,1
38382,Rural Area / Others,1
38385,Rural Area / Others,1
38432,Wolfsburg,13
38433,Rural Area / Others,1
38433,Wolfsburg,30
38435,Rural Area / Others,1
38435,Wolfsburg,19
38436,Wolfsburg,31
38438,Wolfsburg,22
38439,Wolfsburg,21
38440,Wolfsburg,18
38442,Rural Area / Others,1
38442,Wolfsburg,26
38444,Rural Area / Others,1
38444,Wolfsburg,19
38446,Rural Area / Others,1
38446,Wolfsburg,18
38448,Wolfsburg,24
38458,Wolfsburg,19
38459,Wolfsburg,24
38465,Rural Area / Others,1
38474,Rural Area / Others,1
38477,Rural Area / Others,1
38486,Rural Area / Others,1
38518,Rural Area / Others,1
38524,Rural Area / Others,1
38531,Rural Area / Others,1
38539,Rural Area / Others,1
38550,Rural Area / Others,2
38556,Rural Area / Others,1
38559,Rural Area / Others,1
38678,Rural Area / Others,1
38822,Rural Area / Others,1
38829,Rural Area / Others,1
38875,Rural Area / Others,3
38879,Rural Area / Others,1
38895,Rural Area / Others,1
39082,Rural Area / Others,1
39084,Magdeburg,22
39085,Magdeburg,30
39085,Rural Area / Others,1
39087,Magdeburg,19
39088,Magdeburg,22
39091,Magdeburg,27
39091,Rural Area / Others,1
39092,Magdeburg,26
39093,Magdeburg,30
39094,Magdeburg,21
39094,Rural Area / Others,1
39097,Magdeburg,26
39097,Rural Area / Others,1
39098,Magdeburg,27
39099,Magdeburg,16
39104,Magdeburg,26
39106,Magdeburg,22
39106,Rural Area / Others,1
39108,Magdeburg,20
39110,Magdeburg,29
39112,Magdeburg,23
39114,Magdeburg,14
39116,Magdeburg,29
39116,Rural Area / Others,1
39118,Magdeburg,16
39120,Magdeburg,25
39122,Magdeburg,34
39124,Magdeburg,32
39149,Rural Area / Others,1
39175,Rural Area / Others,2
39179,Rural Area / Others,1
39249,Rural Area / Others,1
39261,Rural Area / Others,2
39264,Rural Area / Others,1
39279,Rural Area / Others,2
39288,Rural Area / Others,1
39291,Rural Area / Others,1
39343,Rural Area / Others,1
39393,Rural Area / Others,1
39397,Rural Area / Others,2
39434,Rural Area / Others,1
39435,Rural Area / Others,1
39439,Rural Area / Others,1
39446,Rural Area / Others,1
39539,Rural Area / Others,1
39606,Rural Area / Others,1
39646,Rural Area / Others,1
40180,Düsseldorf,40
40180,Rural Area / Others,1
40181,Düsseldorf,46
40182,Düsseldorf,51
40186,Düsseldorf,43
40186,Rural Area / Others,1
40187,Düsseldorf,47
40188,Düsseldorf,54
40188,Rural Area / Others,2
40189,Düsseldorf,49
40190,Düsseldorf,46
40191,Düsseldorf,51
40192,Düsseldorf,54
40192,Rural Area / Others,1
40193,Düsseldorf,43
40193,Rural Area / Others,1
40194,Düsseldorf,39
40195,Düsseldorf,41
40196,Düsseldorf,43
40198,Düsseldorf,50
40198,Rural Area / Others,1
40199,Düsseldorf,57
40202,Düsseldorf,46
40204,Düsseldorf,48
40210,Düsseldorf,48
40211,Düsseldorf,53
40212,Düsseldorf,39
40213,Düsseldorf,61
40213,Rural Area / Others,2
40215,Düsseldorf,45
40217,Düsseldorf,56
40219,Düsseldorf,60
40221,Düsseldorf,36
40221,Rural Area / Others,1
40223,Düsseldorf,62
40225,Düsseldorf,41
40225,Rural Area / Others,2
40227,Düsseldorf,49
40229,Düsseldorf,49
40231,Düsseldorf,48
40233,Düsseldorf,56
40233,Rural Area / Others,1
40235,Düsseldorf,48
40237,Düsseldorf,41
40239,Düsseldorf,43
40250,Düsseldorf,56
40251,Düsseldorf,37
40252,Düsseldorf,59
40260,Düsseldorf,41
40260,Rural Area / Others,2
40464,Rural Area / Others,2
40466,Rural Area / Others,2
40472,Rural Area / Others,1
40474,Rural Area / Others,2
40547,Rural Area / Others,1
40593,Rural Area / Others,1
40629,Rural Area / Others,1
40667,Meerbusch,40
40668,Meerbusch,28
40668,Rural Area / Others,1
40670,Meerbusch,57
40718,Hilden,29
40721,Hilden,38
40723,Hilden,31
40723,Rural Area / Others,2
40724,Hilden,23
40764,Langenfeld (Rheinland),131
40764,Rural Area / Others,1
40786,Rural Area / Others,1
40815,Rural Area / Others,1
40878,Ratingen,51
40880,Ratingen,33
40880,Rural Area / Others,1
40882,Ratingen,40
40882,Rural Area / Others,1
40883,Ratingen,40
40883,Rural Area / Others,2
40885,Ratingen,32
40885,Rural Area / Others,1
41050,Mönchengladbach,61
41052,Mönchengladbach,67
41054,Mönchengladbach,60
41061,Mönchengladbach,71
41063,Mönchengladbach,74
41065,Mönchengladbach,58
41066,Mönchengladbach,60
41068,Mönchengladbach,68
41069,Mönchengladbach,67
41199,Rural Area / Others,1
41372,Rural Area / Others,1
41452,Neuss,33
41453,Neuss,28
41455,Neuss,19
41456,Neuss,28
41456,Rural Area / Others,1
41457,Neuss,23
41460,Neuss,22
41462,Neuss,30
41464,Neuss,18
41464,Rural Area / Others,1
41466,Neuss,28
41466,Rural Area / Others,2
41468,Neuss,19
41469,Neuss,31
41470,Neuss,26
41472,Neuss,33
41513,Grevenbroich,29
41515,Grevenbroich,63
41516,Grevenbroich,23
41517,Grevenbroich,29
41538,Dormagen,31
41539,Dormagen,36
41540,Dormagen,18
41540,Rural Area / Others,1
41541,Dormagen,31
41542,Dormagen,24
41747,Viersen,59
41748,Viersen,41
41749,Rural Area / Others,1
41749,Viersen,35
41751,Viersen,37
42095,Rural Area / Others,1
42098,Rural Area / Others,1
42103,Rural Area / Others,2
42115,Rural Area / Others,1
42266,Wuppertal,49
42268,Rural Area / Others,1
42268,Wuppertal,52
42269,Rural Area / Others,1
42269,Wuppertal,53
42270,Rural Area / Others,1
42270,Wuppertal,54
42271,Wuppertal,49
42272,Wuppertal,55
42273,Rural Area / Others,2
42273,Wuppertal,48
42275,Wuppertal,57
42277,Rural Area / Others,1
42277,Wuppertal,47
42279,Wuppertal,52
42281,Rural Area / Others,1
42281,Wuppertal,43
42283,Wuppertal,53
42285,Wuppertal,59
42287,Wuppertal,63
42289,Wuppertal,52
42369,Rural Area / Others,1
42399,Rural Area / Others,1
42409,Rural Area / Others,1
42547,Rural Area / Others,1
42547,Velbert,37
42549,Rural Area / Others,1
42549,Velbert,41
42551,Velbert,38
42553,Velbert,36
42555,Velbert,29
42645,Rural Area / Others,1
42645,Solingen,46
42648,Solingen,46
42649,Solingen,45
42651,Solingen,46
42653,Solingen,38
42655,Solingen,49
42657,Rural Area / Others,3
42657,Solingen,45
42659,Rural Area / Others,1
42659,Solingen,48
42715,Rural Area / Others,1
42799,Rural Area / Others,2
42849,Remscheid,46
42850,Remscheid,30
42853,Remscheid,48
42855,Remscheid,46
42857,Remscheid,32
42857,Rural Area / Others,1
42859,Remscheid,47
42859,Rural Area / Others,1
42929,Rural Area / Others,1
44111,Dortmund,64
44112,Dortmund,49
44112,Rural Area / Others,1
44113,Dortmund,76
44115,Dortmund,59
44116,Dortmund,64
44117,Dortmund,72
44118,Dortmund,71
44119,Dortmund,60
44119,Rural Area / Others,1
44120,Dortmund,65
44121,Dortmund,55
44122,Dortmund,65
44123,Dortmund,61
44124,Dortmund,58
44125,Dortmund,67
44126,Dortmund,63
44126,Rural Area / Others,2
44127,Dortmund,61
44128,Dortmund,62
44129,Dortmund,67
44130,Dortmund,53
44131,Dortmund,55
44131,Rural Area / Others,1
44133,Dortmund,67
44135,Dortmund,102
44137,Dortmund,55
44137,Rural Area / Others,1
44139,Dortmund,61
44141,Dortmund,62
44143,Dortmund,58
44145,Dortmund,57
44147,Dortmund,50
44149,Dortmund,71
44222,Rural Area / Others,2
44225,Rural Area / Others,2
44261,Rural Area / Others,1
44267,Rural Area / Others,1
44280,Rural Area / Others,1
44328,Rural Area / Others,3
44359,Rural Area / Others,1
44402,Rural Area / Others,1
44530,Lünen,39
44532,Lünen,67
44532,Rural Area / Others,2
44534,Lünen,37
44536,Lünen,46
44573,Castrop-Rauxel,32
44573,Rural Area / Others,1
44575,Castrop-Rauxel,36
44577,Castrop-Rauxel,30
44579,Castrop-Rauxel,32
44581,Castrop-Rauxel,30
44621,Herne,60
44623,Herne,85
44625,Herne,41
44627,Herne,60
44628,Herne,46
44629,Herne,50
44629,Rural Area / Others,1
44649,Rural Area / Others,1
44652,Rural Area / Others,1
44771,Bochum,35
44772,Bochum,34
44773,Bochum,25
44773,Rural Area / Others,1
44774,Bochum,33
44775,Bochum,24
44775,Rural Area / Others,1
44776,Bochum,35
44778,Bochum,31
44779,Bochum,34
44779,Rural Area / Others,1
44780,Bochum,32
44781,Bochum,27
44782,Bochum,32
44784,Bochum,36
44785,Bochum,39
44787,Bochum,38
44787,Rural Area / Others,1
44789,Bochum,33
44791,Bochum,33
44793,Bochum,51
44795,Bochum,29
44795,Rural Area / Others,1
44797,Bochum,21
44799,Bochum,32
44801,Bochum,34
44801,Rural Area / Others,1
44803,Bochum,28
44805,Bochum,40
44807,Bochum,31
44866,Rural Area / Others,2
44867,Rural Area / Others,1
44892,Rural Area / Others,3
44894,Rural Area / Others,2
45063,Rural Area / Others,1
45064,Rural Area / Others,1
45092,Rural Area / Others,1
45102,Essen,58
45113,Essen,64
45114,Essen,57
45115,Essen,60
45115,Rural Area / Others,2
45116,Essen,44
45117,Essen,57
45117,Rural Area / Others,2
45119,Essen,48
45120,Essen,43
