id_nr,id_key,city_name,city_type,plz,city_area_squared_km,population_total,population_male,population_female,population_per_squared_km
348,53780032032,Wermelskirchen,Stadt,42929,74.8,34375,16892,17483,460.0
349,32410015015,Seelze,Stadt,30926,54.08,34364,17052,17312,635.0
350,81155003021,Herrenberg,Stadt,71083,65.7,34192,16983,17209,520.0
351,51660012012,Kempen,Stadt,47906,68.8,34105,16377,17728,496.0
352,34570013013,Leer (Ostfriesland),Stadt,26789,70.11,34025,16510,17515,485.0
353,81180046046,Kornwestheim,Stadt,70806,14.65,33980,16791,17189,2319.0
354,32410002002,Barsinghausen,Stadt,30890,102.81,33941,16621,17320,330.0
355,120735051532,Schwedt/Oder,Stadt,16303,360.74,33730,16405,17325,94.0
356,34600009009,Vechta,Stadt,49377,87.89,33728,16836,16892,384.0
357,10530032032,Geesthacht,Stadt,21502,33.25,33519,16446,17073,1008.0
358,73200000000,Zweibrücken,Stadt,66482,70.64,33323,16525,16798,472.0
359,94740126126,Forchheim,GKSt,91301,44.44,33017,16262,16755,743.0
360,146270210210,Radebeul,Stadt,01445,26.14,32979,15904,17075,1262.0
361,64400002002,Bad Nauheim,Stadt,61231,32.54,32894,15473,17421,1011.0
362,33610001001,Achim,Stadt,28832,68.06,32870,16020,16850,483.0
363,33600025025,Uelzen,Hansestadt,29525,136.84,32821,15898,16923,240.0
364,10610046046,Itzehoe,Stadt,25524,28.54,32725,15895,16830,1147.0
365,32560022022,Nienburg (Weser),Stadt,31582,64.53,32608,15829,16779,505.0
366,64310013013,Lampertheim,Stadt,68623,72.27,32400,15927,16473,448.0
367,83360091091,Weil am Rhein,Stadt,79576,19.46,32236,15783,16453,1657.0
368,150850370370,Wernigerode,Stadt,38855,170.5,32167,15426,16741,189.0
369,57740020020,Delbrück,Stadt,33129,157.28,32166,16267,15899,205.0
370,120670144144,Fürstenwalde/Spree,Stadt,15517,70.67,32002,15917,16085,453.0
371,120680320320,Neuruppin,Stadt,16816,305.19,31962,15492,16470,105.0
372,150840355355,Naumburg (Saale),Stadt,06618,130.25,31940,15463,16477,245.0
373,51540008008,Emmerich am Rhein,Stadt,46446,80.4,31829,15716,16113,396.0
374,83350063063,Radolfzell am Bodensee,Stadt,78315,58.55,31734,15341,16393,542.0
375,100420113113,Merzig,Kreisstadt,66663,108.98,31697,15920,15777,291.0
376,64330008008,Mörfelden-Walldorf,Stadt,64546,44.13,31638,15814,15824,717.0
377,55620028028,Oer-Erkenschwick,Stadt,45739,38.66,31404,15171,16233,812.0
378,34590019019,Georgsmarienhütte,Stadt,49124,55.49,31244,15293,15951,563.0
379,51700032032,Rheinberg,Stadt,47495,75.24,31172,15344,15828,414.0
380,33520062062,Geestland,Stadt,27607,356.56,31093,15085,16008,87.0
381,160770001001,Altenburg,Stadt,04600,45.69,31093,14825,16268,681.0
382,32410003003,Burgdorf,Stadt,31303,112.56,31051,14994,16057,276.0
383,33580024024,Walsrode,Stadt,29664,336.46,31019,15260,15759,92.0
384,150890030030,Bernburg (Saale),Stadt,06406,113.92,30992,15114,15878,272.0
385,53820028028,Lohmar,Stadt,53797,65.62,30992,15271,15721,472.0
386,59700024024,Kreuztal,Stadt,57223,71.07,30905,15368,15537,435.0
387,66320002002,Bad Hersfeld,Kreisstadt,36251,73.87,30846,15080,15766,418.0
388,146250240240,Hoyerswerda / Wojerecy,Stadt,02977,94.99,30759,14675,16084,324.0
389,10580135135,Rendsburg,Stadt,24768,23.75,30633,15544,15089,1290.0
390,150890305305,Schönebeck (Elbe),Stadt,39218,86.52,30419,14848,15571,352.0
391,64400008008,Friedberg (Hessen),Kreisstadt,61169,50.18,30409,15530,14879,606.0
392,82155002007,Bretten,Stadt,75015,71.1,30274,15093,15181,426.0
393,59780040040,Werne,Stadt,59368,76.14,30202,14568,15634,397.0
394,71340045045,Idar-Oberstein,Stadt,55743,91.58,30170,14641,15529,329.0
395,64390015015,Taunusstein,Stadt,65232,67.02,30145,14643,15502,450.0
396,91850149149,Neuburg a.d.Donau,GKSt,86633,81.29,30135,15092,15043,371.0
397,55700028028,Oelde,Stadt,59302,102.77,30129,15016,15113,293.0
398,51580008008,Haan,Stadt,42781,24.19,30086,14368,15718,1244.0
399,57540032032,Rietberg,Stadt,33397,110.31,30055,15094,14961,272.0
400,71370003003,Andernach,Stadt,56626,53.34,30039,15003,15036,563.0
401,59540012012,Gevelsberg,Stadt,58285,26.34,30006,14677,15329,1139.0
402,97710130130,Friedberg,St,86316,81.25,29953,14604,15349,369.0
403,93760161161,Schwandorf,GKSt,92421,123.8,29877,14961,14916,241.0
404,81195006085,Winnenden,Stadt,71364,28.05,29876,14639,15237,1065.0
405,31550013013,Einbeck,Stadt,37574,231.92,29751,14617,15134,128.0
406,33560007007,Osterholz-Scharmbeck,Stadt,27711,147.17,29710,14536,15174,202.0
407,59580032032,Meschede,Kreis- und  Hochschulstadt,59872,218.52,29615,14738,14877,136.0
408,59740052052,Werl,Stadt,59457,76.35,29600,15113,14487,388.0
409,82160015015,Gaggenau,Stadt,76571,65.01,29529,14547,14982,454.0
410,120720240240,Ludwigsfelde,Stadt,14974,109.99,29514,14642,14872,268.0
411,83165003011,Emmendingen,Stadt,79312,33.78,29502,14356,15146,873.0
412,59540008008,Ennepetal,Stadt der Kluterthöhle,58256,57.77,29446,14236,15210,510.0
413,146270230230,Riesa,Stadt,01589,58.91,29373,14047,15326,499.0
414,64320008008,Griesheim,Stadt,64347,21.55,29309,14622,14687,1360.0
415,91810130130,Landsberg am Lech,GKSt,86886,57.9,29257,14569,14688,505.0
416,51660028028,Tönisvorst,Stadt,47918,44.34,29251,14316,14935,660.0
417,53340008008,Baesweiler,Stadt,52499,27.84,29206,14158,15048,1049.0
418,64380008008,Mühlheim am Main,Stadt,63165,20.67,29194,14459,14735,1412.0
419,53660028028,Mechernich,Stadt,53894,136.48,29187,14643,14544,214.0
420,55620036036,Waltrop,Stadt,45731,47.09,29177,14114,15063,620.0
421,160730077077,Saalfeld/Saale,Stadt,07318,145.56,29086,14242,14844,200.0
422,130720043043,Güstrow,Barlachstadt,18273,71.09,28959,14117,14842,407.0
423,81185008073,Vaihingen an der Enz,Stadt,71665,73.4,28798,14204,14594,392.0
424,64380012012,Rödermark,Stadt,63322,29.99,28753,14048,14705,959.0
425,146270140140,Meißen,Stadt,01662,30.92,28753,13782,14971,930.0
426,53780028028,Rösrath,Stadt,51503,38.8,28709,14027,14682,740.0
427,32410017017,Springe,Stadt,31832,160.13,28669,13987,14682,179.0
428,160700004004,Arnstadt,Stadt,99310,104.99,28615,14628,13987,273.0
429,82165002007,Bühl,Stadt,77815,73.18,28608,13960,14648,391.0
430,53700012012,Geilenkirchen,Stadt,52511,83.16,28494,14288,14206,343.0
431,91840149149,Unterschleißheim,St,85716,14.93,28482,14116,14366,1908.0
432,64360005005,Hattersheim am Main,Stadt,65795,15.8,28467,14336,14131,1802.0
433,84365007081,Wangen im Allgäu,Stadt,88239,101.35,28412,13779,14633,280.0
434,150840590590,Zeitz,Stadt,06712,87.74,28328,13600,14728,323.0
435,51540032032,Kevelaer,Stadt,47623,100.64,28296,13952,14344,281.0
436,10620060060,Reinbek,Stadt,21465,31.27,28274,13869,14405,904.0
437,34590014014,Bramsche,Stadt,49565,183.39,28220,13624,14596,154.0
438,64360008008,Kelkheim (Taunus),Stadt,65779,30.73,28175,13701,14474,917.0
439,57620020020,Höxter,Stadt,37671,158.16,28166,13931,14235,178.0
440,53700040040,Wegberg,Stadt,41844,84.34,28089,13781,14308,333.0
441,34600006006,Lohne (Oldenburg),Stadt,49393,91.11,28089,13961,14128,308.0
442,53780016016,Leichlingen (Rheinland),Blütenstadt,42799,37.26,28078,13577,14501,754.0
443,71310007007,Bad Neuenahr-Ahrweiler,Stadt,53474,63.25,27961,13479,14482,442.0
444,59540024024,Schwelm,Stadt,58332,20.5,27953,13475,14478,1364.0
445,66330003003,Baunatal,Stadt,34225,38.27,27929,13423,14506,730.0
446,97720163163,Königsbrunn,St,86343,18.48,27879,13711,14168,1509.0
447,64310011011,Heppenheim (Bergstraße),Kreisstadt,64646,52.12,27864,13897,13967,535.0
448,81175004024,Geislingen an der Steige,Stadt,73312,75.83,27791,14071,13720,366.0
449,84255005033,Ehingen (Donau),Stadt,89584,178.33,27764,13963,13801,156.0
450,82265010098,Wiesloch,Stadt,69168,30.24,27731,13797,13934,917.0
451,120640472472,Strausberg,Stadt,15344,67.94,27719,13211,14508,408.0
452,120690616616,Teltow,Stadt,14513,21.59,27682,13733,13949,1282.0
453,59580044044,Sundern (Sauerland),Stadt,59846,193.27,27654,13776,13878,143.0
454,147290160160,Grimma,Stadt,04668,218.23,27529,13661,13868,126.0
455,31550011011,Northeim,Stadt,37154,145.85,27326,13304,14022,187.0
456,91790142142,Olching,St,82140,29.92,27310,13241,14069,913.0
457,51700028028,Neukirchen-Vluyn,Stadt,47506,43.5,27140,13020,14120,624.0
458,33610012012,Verden (Aller),Stadt,27283,71.7,27121,13220,13901,378.0
459,81190091091,Weinstadt,Stadt,71384,31.71,27074,13362,13712,854.0
460,120690656656,Werder (Havel),Stadt,14542,117.12,27065,13389,13676,231.0
461,64400005005,Butzbach,Friedrich-Ludwig-Weidig-Stadt,35510,106.6,27046,13541,13505,254.0
462,91860143143,Pfaffenhofen a.d.Ilm,St,85276,92.63,26996,13338,13658,291.0
463,53820048048,Rheinbach,Stadt,53359,69.72,26918,13418,13500,386.0
464,51700012012,Hamminkeln,Stadt,46499,164.53,26873,13244,13629,163.0
465,82260041041,Leimen,Stadt,69181,20.64,26873,13320,13553,1302.0
466,120650144144,Hohen Neuendorf,Stadt,16540,48.56,26857,13015,13842,553.0
467,57700020020,Lübbecke,Stadt,32312,65.04,26815,13258,13557,412.0
468,82365004040,Mühlacker,Stadt,75417,54.32,26787,13407,13380,493.0
469,83175001001,Achern,Stadt,77855,65.24,26733,13107,13626,410.0
470,120650136136,Hennigsdorf,Stadt,16761,31.48,26677,13122,13555,847.0
471,53780024024,Overath,Stadt,51491,68.88,26663,13110,13553,387.0
472,94770128128,Kulmbach,GKSt,95311,92.77,26625,13053,13572,287.0
473,64320023023,Weiterstadt,Stadt,64331,34.4,26583,13594,12989,773.0
474,81255008065,Neckarsulm,Stadt,74172,24.94,26431,13153,13278,1060.0
475,57540036036,Schloß Holte-Stukenbrock,Stadt,33758,67.52,26297,12997,13300,389.0
476,51580012012,Heiligenhaus,Stadt,42579,27.52,26252,12865,13387,954.0
477,95730134134,Zirndorf,St,90513,28.79,26243,12767,13476,912.0
478,81180081081,Remseck am Neckar,Stadt,71686,22.82,26188,13057,13131,1148.0
479,95740138138,Lauf a.d.Pegnitz,St,91207,59.86,26106,12771,13335,436.0
480,59540032032,Wetter (Ruhr),Stadt,58300,31.55,26090,12779,13311,827.0
481,91730126126,Geretsried,St,82538,24.6,25997,12932,13065,1057.0
482,59780032032,Selm,Stadt,59379,60.41,25969,12786,13183,430.0
483,147300070070,Delitzsch,Stadt,04509,85.92,25895,12689,13206,301.0
484,34610007007,Nordenham,Stadt,26954,87.77,25889,12917,12972,295.0
485,64340002002,Friedrichsdorf,Philipp-Reis-Stadt,61381,30.13,25871,12662,13209,859.0
486,97760116116,Lindau (Bodensee),GKSt,88131,33.06,25845,12321,13524,782.0
487,57540044044,Verl,Stadt,33415,71.37,25762,13207,12555,361.0
488,91830148148,Waldkraiburg,St,84478,21.56,25737,12966,12771,1194.0
489,64390008008,Idstein,Hochschulstadt,65510,79.76,25736,12389,13347,323.0
490,81265005066,Öhringen,Stadt,74613,67.79,25673,12670,13003,379.0
491,82375003040,Horb am Neckar,Stadt,72160,119.76,25651,12977,12674,214.0
492,150890015015,Aschersleben,Stadt,06449,156.83,25647,12319,13328,164.0
493,32570031031,Rinteln,Stadt,31737,109.02,25602,12603,12999,235.0
494,57700008008,Espelkamp,Stadt,32339,84.21,25576,12587,12989,304.0
495,57540016016,Harsewinkel,Die Mähdrescherstadt,33428,100.59,25523,12818,12705,254.0
496,95760143143,Roth,St,91154,96.33,25458,12526,12932,264.0
497,100460117117,St. Wendel,Kreisstadt,66606,113.54,25441,12613,12828,224.0
498,57740036036,Salzkotten,Stadt,33154,109.8,25429,12632,12797,232.0
499,59580012012,Brilon,Stadt,59929,229.16,25424,12701,12723,111.0
500,64320018018,Pfungstadt,Stadt,64319,42.54,25415,12476,12939,597.0
501,150870370370,Sangerhausen,Stadt,06526,208.46,25392,12387,13005,122.0
502,64330006006,Groß-Gerau,Stadt,64521,54.47,25388,12702,12686,466.0
503,73390005005,Bingen am Rhein,Stadt,55411,37.68,25384,12545,12839,674.0
504,10590075075,Schleswig,Stadt,24837,24.3,25352,12395,12957,1043.0
505,57700028028,Petershagen,Stadt,32469,211.94,25340,12645,12695,120.0
506,147290260260,Markkleeberg,Stadt,04416,31.47,25331,12057,13274,805.0
507,53620004004,Bedburg,Stadt,50181,80.42,25316,12407,12909,315.0
508,64380010010,Obertshausen,Stadt,63179,13.62,25316,12530,12786,1859.0
509,146260610610,Zittau,"Stadt, Hochschulstadt",02763,66.75,25286,12540,12746,379.0
510,32510041041,Syke,Stadt,28857,128.11,25270,12393,12877,197.0
511,55580024024,Lüdinghausen,Stadt,59348,140.54,25265,12428,12837,180.0
512,82150109109,Stutensee,Stadt,76297,45.68,25259,12741,12518,553.0
513,34520019019,Norden,Stadt,26506,106.33,25178,12211,12967,237.0
514,53740048048,Wiehl,Stadt,51674,53.26,25164,12295,12869,472.0
515,31540028028,Helmstedt,Stadt,38350,66.74,25099,12335,12764,376.0
516,120630252252,Rathenow,Stadt,14712,113.1,25087,12120,12967,222.0
517,53820008008,Bad Honnef,Stadt,53604,48.14,25061,12032,13029,521.0
518,83375007126,Waldshut-Tiengen,Stadt,79761,77.96,25019,12282,12737,321.0
519,160665050042,Meiningen,Stadt,98617,123.03,25002,12249,12753,203.0
520,82355006085,Calw,Stadt,75365,59.88,25001,12531,12470,418.0
521,81365003019,Ellwangen (Jagst),Stadt,73479,127.38,25001,12567,12434,196.0
522,59740044044,Warstein,Stadt,59581,158.05,24988,12548,12440,158.0
523,83255003049,Rottweil,Stadt,78628,71.76,24985,12286,12699,348.0
524,84365005082,Weingarten,Stadt,88250,12.16,24940,11965,12975,2051.0
525,53820032032,Meckenheim,Stadt,53340,34.84,24925,12123,12802,715.0
526,160730076076,Rudolstadt,Stadt,07407,135.17,24852,12007,12845,184.0
527,10620004004,Bad Oldesloe,Stadt,23843,52.59,24846,12220,12626,472.0
528,59580040040,Schmallenberg,Stadt,57392,303.1,24711,12410,12301,82.0
529,34550026026,Varel,Stadt,26316,113.75,24704,12055,12649,217.0
530,120670120120,Eisenhüttenstadt,Stadt,15890,63.47,24703,12195,12508,389.0
531,59660024024,Olpe,Stadt,57462,85.88,24695,12230,12465,288.0
532,91880139139,Starnberg,St,82319,61.85,24471,11658,12813,396.0
533,82375002028,Freudenstadt,Stadt,72250,87.54,24464,11942,12522,279.0
534,82255005058,Mosbach,Stadt,74821,62.16,24459,12262,12197,393.0
535,59620052052,Plettenberg,Stadt,58840,96.75,24429,12308,12121,252.0
536,34540018018,Haren (Ems),Stadt,49733,208.79,24365,12276,12089,117.0
537,53700028028,Übach-Palenberg,Stadt,52531,26.09,24277,12133,12144,931.0
538,59660020020,Lennestadt,Stadt,57368,135.59,24238,12148,12090,179.0
539,95720132132,Herzogenaurach,St,91074,47.62,24237,12114,12123,509.0
540,59540028028,Sprockhövel,Stadt,45549,47.94,24232,11834,12398,505.0
541,84365004055,Leutkirch im Allgäu,Stadt,88299,174.97,24226,12186,12040,138.0
542,150820180180,Köthen (Anhalt),Stadt,06366,77.85,24110,11822,12288,310.0
543,10540056056,Husum,Stadt,25813,25.8,24090,11572,12518,934.0
544,81285001007,Bad Mergentheim,Stadt,97980,129.96,24023,11768,12255,185.0
545,34510007007,Westerstede,Stadt,26655,179.55,23938,11805,12133,133.0
546,51620012012,Jüchen,Stadt,41363,71.77,23926,11758,12168,333.0
547,82355007046,Nagold,Stadt,72202,63.1,23864,11832,12032,378.0
548,145220080080,Döbeln,Stadt,04720,91.75,23819,11803,12016,260.0
549,32410014014,Ronnenberg,Stadt,30952,37.82,23814,11838,11976,630.0
550,145245114180,Limbach-Oberfrohna,Stadt,09212,50.21,23673,11595,12078,471.0
551,97750152152,Senden,St,89250,25.21,23641,11573,12068,938.0
552,59660004004,Attendorn,Hansestadt,57439,97.92,23554,11816,11738,241.0
553,10600044044,Kaltenkirchen,Stadt,24568,23.11,23502,11479,12023,1017.0
554,31590017017,Hann. Münden,Stadt,34346,121.17,23478,11651,11827,194.0
555,120660304304,Senftenberg/Zły Komorow,Stadt,01968,127.56,23466,11288,12178,184.0
556,32410016016,Sehnde,Stadt,31319,103.58,23431,11834,11597,226.0
557,97720147147,Gersthofen,St,86368,34.01,23427,11593,11834,689.0
558,64350010010,Gelnhausen,"Barbarossastadt, Kreisstadt",63571,45.15,23290,11398,11892,516.0
559,91900157157,Weilheim i.OB,St,82362,55.5,23279,11312,11967,419.0
560,57620036036,Warburg,Hansestadt,34414,168.84,23252,11536,11716,138.0
561,96720114114,Bad Kissingen,GKSt,97688,69.92,23223,10834,12389,332.0
562,150890310310,Staßfurt,Stadt,39418,147.18,23181,11243,11938,158.0
563,84155002050,Metzingen,Stadt,72555,34.55,23178,11386,11792,671.0
564,64330011011,Riedstadt,Büchnerstadt,64560,73.73,23146,11638,11508,314.0
565,150850235235,Quedlinburg,Welterbestadt,06484,120.79,23139,11043,12096,192.0
566,33570039039,Rotenburg (Wümme),Stadt,27356,99.06,23117,11394,11723,233.0
567,64360001001,Bad Soden am Taunus,Stadt,65812,12.5,23103,11121,11982,1848.0
568,55540068068,Vreden,Stadt,48691,135.83,23099,11806,11293,170.0
569,59700032032,Netphen,Stadt,57250,137.39,23080,11501,11579,168.0
570,65320006006,Dillenburg,Oranienstadt,35683,83.76,22974,11479,11495,274.0
571,150810455455,Salzwedel,Hansestadt,29410,306.15,22964,11346,11618,75.0
572,96750141141,Kitzingen,GKSt,97318,46.99,22936,11436,11500,488.0
573,97720184184,Neusäß,St,86356,25.22,22904,11033,11871,908.0
574,66350015015,Korbach,"Hansestadt, Kreisstadt",34497,124.11,22901,11089,11812,185.0
575,81280131131,Wertheim,Stadt,97877,138.59,22874,11404,11470,165.0
576,160720018018,Sonneberg,Stadt,96515,84.69,22843,11141,11702,270.0
577,84265005070,Laupheim,Stadt,88471,61.79,22839,11426,11413,370.0
578,160710001001,Apolda,Stadt,99510,46.26,22787,11241,11546,493.0
579,59540020020,Herdecke,Stadt,58313,22.39,22772,10766,12006,1017.0
580,84355007059,Überlingen,Stadt,88662,58.64,22735,10614,12121,388.0
581,81255002006,Bad Rappenau,Stadt,74906,73.56,22703,11172,11531,309.0
582,34530007007,Friesoythe,Stadt,26169,247.5,22685,11468,11217,92.0
583,81255004026,Eppingen,Stadt,75031,88.58,22666,11384,11282,256.0
584,81180011011,Ditzingen,Stadt,71254,30.38,22666,11055,11611,746.0
585,32570035035,Stadthagen,Stadt,31655,60.27,22638,10875,11763,376.0
586,64400012012,Karben,Stadt,61184,43.94,22600,11144,11456,514.0
587,150860015015,Burg,Stadt,39288,165.55,22585,11398,11187,136.0
588,160635051003,Bad Salzungen,Stadt,36433,152.02,22557,11037,11520,148.0
589,55660040040,Lengerich,Stadt,49525,90.79,22557,11167,11390,248.0
590,10560041041,Quickborn,Stadt,25451,43.16,22521,10987,11534,522.0
591,33580021021,Soltau,Stadt,29614,203.77,22511,11069,11442,110.0
592,150870130130,Eisleben,Lutherstadt,06295,144.74,22505,11068,11437,155.0
593,91830128128,Mühldorf a.Inn,St,84453,29.42,22503,11154,11349,765.0
594,82150106106,Waghäusel,Stadt,68753,42.84,22466,11314,11152,524.0
595,64400004004,Büdingen,Stadt,63654,122.88,22411,11278,11133,182.0
596,64360003003,Eschborn,Stadt,65760,12.13,22403,11118,11285,1847.0
597,81175003019,Eislingen/Fils,Stadt,73054,16.41,22325,11119,11206,1360.0
598,97710113113,Aichach,St,86551,92.83,22015,10705,11310,237.0
599,10510044044,Heide,Stadt,25746,31.97,22002,10721,11281,688.0
600,51540044044,Rees,Stadt,46459,109.86,21913,11025,10888,199.0
601,150810135135,Gardelegen,Hansestadt,39638,636.27,21822,10819,11003,34.0
602,83265001012,Donaueschingen,Stadt,78166,104.69,21790,10955,10835,208.0
603,53660044044,Zülpich,Stadt,53909,101.01,21780,10750,11030,216.0
604,82260084084,Schwetzingen,Stadt,68723,21.5,21767,10658,11109,1012.0
605,83155001006,Bad Krozingen,Stadt,79189,35.69,21755,10608,11147,610.0
606,84165002025,Mössingen,Stadt,72116,50.03,21751,10647,11104,435.0
607,97800139139,Sonthofen,St,87527,46.55,21734,10376,11358,467.0
608,73340007007,Germersheim,Stadt,76726,21.68,21715,10958,10757,1002.0
609,82265004032,Hockenheim,Stadt,68766,34.84,21623,10678,10945,621.0
610,53740052052,Wipperfürth,Hansestadt,51688,118.3,21604,10716,10888,183.0
611,31590026026,Osterode am Harz,Stadt,37520,102.54,21598,10553,11045,211.0
612,57740016016,Büren,Stadt,33142,170.99,21593,11151,10442,126.0
613,53740036036,Radevormwald,Stadt auf der Höhe,42477,53.86,21565,10548,11017,400.0
614,10580043043,Eckernförde,Stadt,24340,21.58,21563,10174,11389,999.0
615,100440111111,Dillingen/ Saar,Stadt,66763,22.05,21529,10639,10890,976.0
616,57540048048,Versmold,Stadt,33775,85.57,21513,10818,10695,251.0
617,83165006056,Waldkirch,Stadt,79183,48.47,21510,10380,11130,444.0
618,145240080080,Glauchau,Stadt,08371,51.62,21442,10486,10956,415.0
619,65340018018,Stadtallendorf,Stadt,35260,78.24,21425,10664,10761,274.0
620,53620016016,Elsdorf,Stadt,50189,66.17,21424,10653,10771,324.0
621,97740135135,Günzburg,GKSt,89312,55.4,21423,10697,10726,387.0
622,120720477477,Zossen,Stadt,15806,180.38,21412,11014,10398,119.0
623,57540012012,Halle (Westf.),Stadt,33790,69.7,21393,10478,10915,307.0
624,73380025025,Schifferstadt,Stadt,67105,28.06,21387,10665,10722,762.0
625,64360004004,Flörsheim am Main,Stadt,65439,22.99,21344,10615,10729,928.0
626,64380013013,Seligenstadt,Einhardstadt,63500,30.85,21298,10229,11069,690.0
627,82150108108,Rheinstetten,Stadt,76287,32.31,21267,10443,10824,658.0
628,64320010010,Groß-Umstadt,Stadt,64823,86.84,21245,10454,10791,245.0
629,51700052052,Xanten,Stadt,46509,72.43,21179,10244,10935,292.0
630,34580014014,Wildeshausen,Stadt,27793,89.7,21155,10398,10757,236.0
631,120710372372,Spremberg/Grodk,Stadt,03130,202.32,21140,10208,10932,104.0
632,150820430430,Zerbst/Anhalt,Stadt,39261,470.91,21124,10384,10740,45.0
633,120720232232,Luckenwalde,Stadt,14943,46.61,21010,10268,10742,451.0
634,34550015015,Schortens,Stadt,26419,68.79,20995,10193,10802,305.0
635,55540056056,Stadtlohn,Stadt,48703,79.25,20946,10634,10312,264.0
636,59740020020,Geseke,Stadt,59590,97.89,20930,10425,10505,214.0
637,160650067067,Sondershausen,Stadt,99706,201.21,20910,10322,10588,104.0
638,91890155155,Traunstein,GKSt,83278,48.57,20877,9847,11030,430.0
639,91790145145,Puchheim,St,82178,12.24,20858,10130,10728,1704.0
640,84365002009,Bad Waldsee,Stadt,88339,108.55,20838,10273,10565,192.0
641,92790112112,Dingolfing,St,84130,44.0,20749,10878,9871,472.0
642,51580036036,Wülfrath,Stadt,42489,32.27,20731,10020,10711,642.0
643,57580008008,Enger,Widukindstadt,32130,41.24,20688,10248,10440,502.0
644,83255005053,Schramberg,Stadt,78713,80.7,20610,10289,10321,255.0
645,84355006057,Tettnang,Stadt,88069,71.25,20520,10253,10267,288.0
646,145240300300,Werdau,Stadt,08412,65.62,20520,10184,10336,313.0
647,64350006006,Bruchköbel,Stadt,63486,29.88,20509,9899,10610,686.0
648,59780012012,Fröndenberg/Ruhr,Stadt,58730,56.23,20504,10081,10423,365.0
649,94780139139,Lichtenfels,St,96215,122.16,20488,10062,10426,168.0
650,146270010010,Coswig,Stadt,01640,25.88,20479,9826,10653,791.0
651,65320012012,Herborn,Stadt,35745,63.76,20421,10071,10350,320.0
652,55660068068,Ochtrup,Stadt,48607,105.63,20394,10358,10036,193.0
653,32410004004,Burgwedel,Stadt,30938,152.85,20379,9766,10613,133.0
654,91890154154,Traunreut,St,83294,45.06,20379,10093,10286,452.0
655,31590010010,Duderstadt,Stadt,37115,95.64,20375,9936,10439,213.0
656,97790194194,Nördlingen,GKSt,86720,68.09,20352,10081,10271,299.0
657,83365007081,Schopfheim,Stadt,79650,67.93,20332,9922,10410,299.0
658,130710156156,Waren (Müritz),Stadt,17192,159.46,20260,9453,10807,127.0
659,100450112112,Blieskastel,Stadt,66440,108.21,20197,9917,10280,187.0
660,130710110110,Neustrelitz,Residenzstadt,17235,139.89,20191,9676,10515,144.0
661,55660016016,Hörstel,Stadt,48477,107.54,20166,10193,9973,188.0
662,147290050050,Borna,Stadt,04552,62.45,20131,9909,10222,322.0
663,64350021021,Nidderau,Stadt,61130,46.73,20119,9974,10145,431.0
664,83155012074,Müllheim im Markgräflerland,Stadt,79379,57.91,20097,9671,10426,347.0
665,55700044044,Telgte,Stadt,48291,90.9,20069,9805,10264,221.0
666,34620019019,Wittmund,Stadt,26409,210.16,20037,9828,10209,95.0
667,59620036036,Meinerzhagen,Stadt,58540,115.69,20019,9915,10104,173.0
668,91780143143,Moosburg a.d.Isar,St,85368,43.85,20012,10117,9895,456.0
669,147305311310,Torgau,Stadt,04860,102.82,19992,9853,10139,194.0
670,97790131131,Donauwörth,GKSt,86609,77.04,19990,9983,10007,259.0
671,81355001016,Giengen an der Brenz,Stadt,89537,44.07,19967,9972,9995,453.0
672,160610115115,Leinefelde-Worbis,Stadt,37327,115.79,19957,9890,10067,172.0
673,10550004004,Bad Schwartau,Stadt,23611,18.39,19954,9225,10729,1085.0
674,10560044044,Schenefeld,Stadt,22869,9.99,19909,9715,10194,1993.0
675,81255001005,Bad Friedrichshall,Stadt,74177,24.71,19853,10083,9770,803.0
676,83175009089,Oberkirch,Stadt,77704,69.1,19847,9879,9968,287.0
677,55700020020,Ennigerloh,Stadt,59320,125.56,19841,9934,9907,158.0
678,91730112112,Bad Tölz,St,83646,30.8,19826,9692,10134,644.0
679,84175004031,Hechingen,Stadt,72379,66.41,19807,9845,9962,298.0
680,97730125125,Dillingen a.d.Donau,GKSt,89407,75.59,19806,9838,9968,262.0
681,145235125340,Reichenbach im Vogtland,Stadt,08468,34.47,19797,9570,10227,574.0
682,53740044044,Waldbröl,Stadt,51545,63.32,19795,9718,10077,313.0
683,160760022022,Greiz,Stadt,07973,84.86,19766,9674,10092,233.0
684,84150059059,Pfullingen,Stadt,72793,30.14,19759,9724,10035,656.0
685,32520003003,Bad Pyrmont,Stadt,31812,61.99,19722,9389,10333,318.0
686,53700036036,Wassenberg,Stadt,41849,42.43,19713,9699,10014,465.0
687,71370068068,Mayen,Stadt,56727,58.19,19713,9788,9925,339.0
688,120630208208,Nauen,Stadt,14641,268.15,19679,9925,9754,73.0
689,55540048048,Rhede,Stadt,46414,78.9,19674,9673,10001,249.0
690,91730147147,Wolfratshausen,St,82515,9.13,19658,9629,10029,2153.0
691,81180080080,Korntal-Münchingen,Stadt,70825,20.71,19654,9888,9766,949.0
692,10530090090,Mölln,Stadt,23879,25.05,19627,9390,10237,784.0
693,91710112112,Burghausen,St,84489,19.81,19558,9677,9881,987.0
694,59580024024,Marsberg,Stadt,34431,182.22,19555,10004,9551,107.0
695,31530002002,Bad Harzburg,Stadt,38667,65.52,19489,9155,10334,297.0
696,73310003003,Alzey,Stadt,55232,35.22,19468,9653,9815,553.0
